Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 07/03  03:00:00,0.66446633,0.019227688,0,0,0.129633036,0.041019416,0.170652452,0.041019416,0.060966055,0.013133707,0.064227478,0.279150681,0.059691958
 07/03  04:00:00,0.642955062,0.018501359,0,0,0.095268131,0.030146596,0.125414727,0.030146596,0.060966055,0.013133707,0.073600834,0.268605726,0.084590014
 07/03  05:00:00,0.786246275,0.02064603,0,0,0.083429721,0.026583846,0.110013567,0.026583846,0.064174796,0.013824955,0.085460359,0.299742403,0.196386196
 07/03  06:00:00,1.159246323,0.023854457,0,0,0.111744752,0.035358117,0.147102869,0.035358117,0.089844728,0.019354937,0.135831743,0.34632287,0.404145175
 07/03  07:00:00,1.410941683,0.025347148,0,0,0.125563909,0.039378556,0.164942465,0.039378556,0.147602041,0.031797395,0.209298552,0.367993997,0.457663234
 07/03  08:00:00,1.314486146,0.02142955,0,0,0.107004903,0.033300238,0.140305142,0.033300238,0.11230587,0.024193663,0.269902798,0.311117668,0.440017005
 07/03  09:00:00,1.251452022,0.01823828,0,0,0.132800447,0.040175574,0.172976021,0.040175574,0.060966055,0.013133707,0.330854517,0.264786294,0.392091428
 07/03  10:00:00,1.334089063,0.018667214,0,0,0.231903389,0.067994133,0.299897523,0.067994133,0.051339839,0.011059963,0.346769243,0.271013629,0.337364866
 07/03  11:00:00,1.343401259,0.018672933,0,0,0.266035078,0.076334881,0.342369958,0.076334881,0.051339839,0.011059963,0.361069092,0.27109666,0.289821747
 07/03  12:00:00,1.445945468,0.018358381,0,0,0.388179497,0.108902802,0.497082298,0.108902802,0.051339839,0.011059963,0.350527101,0.266529948,0.252762319
 07/03  13:00:00,1.483274417,0.018993204,0,0,0.449416903,0.127660607,0.57707751,0.127660607,0.051339839,0.011059963,0.31944517,0.275746404,0.231961532
 07/03  14:00:00,1.513830251,0.02006268,0,0,0.497271321,0.141257037,0.638528357,0.141257037,0.051339839,0.011059963,0.294631346,0.291273227,0.210353519
 07/03  15:00:00,1.615219092,0.021177908,0,0,0.556570856,0.156803801,0.713374657,0.156803801,0.051339839,0.011059963,0.301544743,0.307464298,0.213791592
 07/03  16:00:00,1.822330229,0.025049754,0,0,0.618215627,0.173447181,0.791662808,0.173447181,0.054548572,0.011751213,0.34346013,0.363676378,0.240587129
 07/03  17:00:00,2.189736332,0.030431447,0,0,0.726920617,0.206491614,0.933412231,0.206491614,0.064174796,0.013824955,0.420322531,0.441808677,0.299549142
 07/03  18:00:00,2.136537057,0.033039367,0,0,0.569549605,0.17723551,0.746785115,0.17723551,0.102679677,0.022119926,0.383153985,0.479670875,0.355483479
 07/03  19:00:00,2.113876565,0.034103124,0,0,0.521006025,0.162121738,0.683127763,0.162121738,0.195733083,0.042166115,0.315283627,0.495114667,0.365807311
 07/03  20:00:00,2.187284212,0.035275544,0,0,0.467920428,0.146709421,0.61462985,0.146709421,0.352961396,0.076037246,0.282131328,0.51213605,0.332744343
 07/03  21:00:00,2.262529824,0.03445199,0,0,0.430511777,0.134978,0.565489777,0.134978,0.510189629,0.109908395,0.267221753,0.500179566,0.292896703
 07/03  22:00:00,1.881364429,0.029813782,0,0,0.352714178,0.111234728,0.463948906,0.111234728,0.426762337,0.091935944,0.216614016,0.432841314,0.232617913
 07/03  23:00:00,1.417328993,0.025907622,0,0,0.266477456,0.084277879,0.350755336,0.084277879,0.295204003,0.063594789,0.147046288,0.376131048,0.16795353
 07/03  24:00:00,0.959169303,0.02142955,0,0,0.188738346,0.059691746,0.248430092,0.059691746,0.154019476,0.033179897,0.097980898,0.311117668,0.09779727
 07/04  01:00:00,0.74268457,0.01973097,0,0,0.134881011,0.042658385,0.177539396,0.042658385,0.093053485,0.020046189,0.083557222,0.286457421,0.065386857
 07/04  02:00:00,0.63481133,0.019502206,0,0,0.100276048,0.031713992,0.13199004,0.031713992,0.060966055,0.013133707,0.071716944,0.283136175,0.057224409
 07/04  03:00:00,0.595651663,0.019227688,0,0,0.077436967,0.024490733,0.1019277,0.024490733,0.060966055,0.013133707,0.064227478,0.279150681,0.059602042
 07/04  04:00:00,0.59945043,0.018501359,0,0,0.062368414,0.019725032,0.082093446,0.019725032,0.060966055,0.013133707,0.073600834,0.268605726,0.084406663
 07/04  05:00:00,0.761256052,0.02064603,0,0,0.065034351,0.020568169,0.08560252,0.020568169,0.064174796,0.013824955,0.085460359,0.299742403,0.19580702
 07/04  06:00:00,1.134997787,0.023854457,0,0,0.09434041,0.029836755,0.124177164,0.029836755,0.089844728,0.019354937,0.135831743,0.34632287,0.402822345
 07/04  07:00:00,1.393269241,0.025347148,0,0,0.113292892,0.035521473,0.148814365,0.035521473,0.147602041,0.031797395,0.209298552,0.367993997,0.456118892
 07/04  08:00:00,1.305210813,0.02142955,0,0,0.101079852,0.031453037,0.132532888,0.031453037,0.11230587,0.024193663,0.269902798,0.311117668,0.438513926
 07/04  09:00:00,1.238339554,0.01823828,0,0,0.123135125,0.038077905,0.16121303,0.038077905,0.060966055,0.013133707,0.330854517,0.264786294,0.39074195
 07/04  10:00:00,1.240107625,0.018667214,0,0,0.158279752,0.048795381,0.207075133,0.048795381,0.051339839,0.011059963,0.346769243,0.271013629,0.336205818
 07/04  11:00:00,1.308738511,0.018672933,0,0,0.236392858,0.072296582,0.30868944,0.072296582,0.051339839,0.011059963,0.361069092,0.27109666,0.288839517
 07/04  12:00:00,1.342771153,0.018358381,0,0,0.301695305,0.093056851,0.394752156,0.093056851,0.051339839,0.011059963,0.350527101,0.266529948,0.251918147
 07/04  13:00:00,1.391139461,0.018993204,0,0,0.37118572,0.114513625,0.485699345,0.114513625,0.051339839,0.011059963,0.31944517,0.275746404,0.23120474
 07/04  14:00:00,1.466828896,0.02006268,0,0,0.452570386,0.139631275,0.592201661,0.139631275,0.051339839,0.011059963,0.294631346,0.291273227,0.209678861
 07/04  15:00:00,1.607381517,0.021177908,0,0,0.539701367,0.166518521,0.706219888,0.166518521,0.051339839,0.011059963,0.301544743,0.307464298,0.213108786
 07/04  16:00:00,1.882106419,0.025049754,0,0,0.652537762,0.199679046,0.852216808,0.199679046,0.054548572,0.011751213,0.34346013,0.363676378,0.239809319
 07/04  17:00:00,2.167570672,0.030431447,0,0,0.698468025,0.213755134,0.912223159,0.213755134,0.064174796,0.013824955,0.420322531,0.441808677,0.298572554
 07/04  18:00:00,2.349184242,0.033039367,0,0,0.7354922,0.225091442,0.960583643,0.225091442,0.102679677,0.022119926,0.383153985,0.479670875,0.354332136
 07/04  19:00:00,2.339436236,0.034103124,0,0,0.69532276,0.214538374,0.909861135,0.214538374,0.195733083,0.042166115,0.315283627,0.495114667,0.364633611
 07/04  20:00:00,2.355975866,0.035275544,0,0,0.597037806,0.187352721,0.784390527,0.187352721,0.352961396,0.076037246,0.282131328,0.51213605,0.331675319
 07/04  21:00:00,2.406424241,0.03445199,0,0,0.54167767,0.168646068,0.710323739,0.168646068,0.510189629,0.109908395,0.267221753,0.500179566,0.291957158
 07/04  22:00:00,2.001561263,0.029813782,0,0,0.446020561,0.138842492,0.584863052,0.138842492,0.426762337,0.091935944,0.216614016,0.432841314,0.2319006
 07/04  23:00:00,1.515913386,0.025907622,0,0,0.343037975,0.106776711,0.449814686,0.106776711,0.295204003,0.063594789,0.147046288,0.376131048,0.167478572
 07/04  24:00:00,1.049830147,0.02142955,0,0,0.259355318,0.079960561,0.339315879,0.079960561,0.154019476,0.033179897,0.097980898,0.311117668,0.097572328
 07/05  01:00:00,0.809994181,0.01973097,0,0,0.186813599,0.058146315,0.244959914,0.058146315,0.093053485,0.020046189,0.083557222,0.286457421,0.06527595
 07/05  02:00:00,0.70554541,0.019502206,0,0,0.155011079,0.047790729,0.202801808,0.047790729,0.060966055,0.013133707,0.071716944,0.283136175,0.05714672
 07/05  03:00:00,0.646238864,0.019227688,0,0,0.116167044,0.036434387,0.15260143,0.036434387,0.060966055,0.013133707,0.064227478,0.279150681,0.059515513
 07/05  04:00:00,0.648132285,0.018501359,0,0,0.099685596,0.031266967,0.130952563,0.031266967,0.060966055,0.013133707,0.073600834,0.268605726,0.084229399
 07/05  05:00:00,0.812124961,0.02064603,0,0,0.104311407,0.032720639,0.137032046,0.032720639,0.064174796,0.013824955,0.085460359,0.299742403,0.195246402
 07/05  06:00:00,1.188734073,0.023854457,0,0,0.136402719,0.042790117,0.179192836,0.042790117,0.089844728,0.019354937,0.135831743,0.34632287,0.401542959
 07/05  07:00:00,1.400604307,0.025347148,0,0,0.119747096,0.037896858,0.157643954,0.037896858,0.147602041,0.031797395,0.209298552,0.367993997,0.454624369
 07/05  08:00:00,1.323047634,0.02142955,0,0,0.115321215,0.036503677,0.151824891,0.036503677,0.11230587,0.024193663,0.269902798,0.311117668,0.437058744
 07/05  09:00:00,1.248386068,0.01823828,0,0,0.131342398,0.041224783,0.172567181,0.041224783,0.060966055,0.013133707,0.330854517,0.264786294,0.389434313
 07/05  10:00:00,1.207597611,0.018667214,0,0,0.133708323,0.041979535,0.175687858,0.041979535,0.051339839,0.011059963,0.346769243,0.271013629,0.335083079
 07/05  11:00:00,1.300730146,0.018672933,0,0,0.229946733,0.071685776,0.30163251,0.071685776,0.051339839,0.011059963,0.361069092,0.27109666,0.287888082
 07/05  12:00:00,1.329762696,0.018358381,0,0,0.291615326,0.090946124,0.382561451,0.090946124,0.051339839,0.011059963,0.350527101,0.266529948,0.251100395
 07/05  13:00:00,1.39532192,0.018993204,0,0,0.374803713,0.115811057,0.49061477,0.115811057,0.051339839,0.011059963,0.31944517,0.275746404,0.230471775
 07/05  14:00:00,1.459354844,0.02006268,0,0,0.447180191,0.138200208,0.5853804,0.138200208,0.051339839,0.011059963,0.294631346,0.291273227,0.20902607
 07/05  15:00:00,1.615693866,0.021177908,0,0,0.547406131,0.167785424,0.715191555,0.167785424,0.051339839,0.011059963,0.301544743,0.307464298,0.212449468
 07/05  16:00:00,1.859568809,0.025049754,0,0,0.637148744,0.193282594,0.830431338,0.193282594,0.054548572,0.011751213,0.34346013,0.363676378,0.239057178
 07/05  17:00:00,2.174436451,0.030431447,0,0,0.705919389,0.214113624,0.920033013,0.214113624,0.064174796,0.013824955,0.420322531,0.441808677,0.297628479
 07/05  18:00:00,2.323295243,0.033039367,0,0,0.716303767,0.219505982,0.935809749,0.219505982,0.102679677,0.022119926,0.383153985,0.479670875,0.35321703
 07/05  19:00:00,2.330956583,0.034103124,0,0,0.690850202,0.211669364,0.902519566,0.211669364,0.195733083,0.042166115,0.315283627,0.495114667,0.363495526
 07/05  20:00:00,2.36037936,0.035275544,0,0,0.602097522,0.187732641,0.789830162,0.187732641,0.352961396,0.076037246,0.282131328,0.51213605,0.330639177
 07/05  21:00:00,2.405331686,0.03445199,0,0,0.54141138,0.16873042,0.7101418,0.16873042,0.510189629,0.109908395,0.267221753,0.500179566,0.291046542
 07/05  22:00:00,1.993595161,0.029813782,0,0,0.439900596,0.137691736,0.577592332,0.137691736,0.426762337,0.091935944,0.216614016,0.432841314,0.231205218
 07/05  23:00:00,1.501621033,0.025907622,0,0,0.331827856,0.10415492,0.435982776,0.10415492,0.295204003,0.063594789,0.147046288,0.376131048,0.167018129
 07/05  24:00:00,1.02005643,0.02142955,0,0,0.235767652,0.073993338,0.30976099,0.073993338,0.154019476,0.033179897,0.097980898,0.311117668,0.097353501
 07/06  01:00:00,0.792724103,0.01973097,0,0,0.173387019,0.054411196,0.227798214,0.054411196,0.093053485,0.020046189,0.083557222,0.286457421,0.065167571
 07/06  02:00:00,0.679546316,0.019502206,0,0,0.134630414,0.042247695,0.176878109,0.042247695,0.060966055,0.013133707,0.071716944,0.283136175,0.057071326
 07/06  03:00:00,0.640607435,0.019227688,0,0,0.111928914,0.035125301,0.147054216,0.035125301,0.060966055,0.013133707,0.064227478,0.279150681,0.059431299
 07/06  04:00:00,0.642570121,0.018501359,0,0,0.095500859,0.030061142,0.125562002,0.030061142,0.060966055,0.013133707,0.073600834,0.268605726,0.084057798
 07/06  05:00:00,0.80359025,0.02064603,0,0,0.098041249,0.030998352,0.129039601,0.030998352,0.064174796,0.013824955,0.085460359,0.299742403,0.194704137
 07/06  06:00:00,1.18235663,0.023854457,0,0,0.132190717,0.041864066,0.174054783,0.041864066,0.089844728,0.019354937,0.135831743,0.34632287,0.400303569
 07/06  07:00:00,1.393026214,0.025347148,0,0,0.114912607,0.036600261,0.151512868,0.036600261,0.147602041,0.031797395,0.209298552,0.367993997,0.453177362
 07/06  08:00:00,1.323239294,0.02142955,0,0,0.116511442,0.036912973,0.153424415,0.036912973,0.11230587,0.024193663,0.269902798,0.311117668,0.43565088
 07/06  09:00:00,1.218387116,0.01823828,0,0,0.109448712,0.034384177,0.143832889,0.034384177,0.060966055,0.013133707,0.330854517,0.264786294,0.388169654
 07/06  10:00:00,1.103573401,0.018667214,0,0,0.05524226,0.017507697,0.072749957,0.017507697,0.051339839,0.011059963,0.346769243,0.271013629,0.333996771
 07/06  11:00:00,1.133312075,0.018672933,0,0,0.102747926,0.032387479,0.135135405,0.032387479,0.051339839,0.011059963,0.361069092,0.27109666,0.286967116
 07/06  12:00:00,1.113785567,0.018358381,0,0,0.127338766,0.040037261,0.167376027,0.040037261,0.051339839,0.011059963,0.350527101,0.266529948,0.25030869
 07/06  13:00:00,1.114953673,0.018993204,0,0,0.16078025,0.050176336,0.210956586,0.050176336,0.051339839,0.011059963,0.31944517,0.275746404,0.229761711
 07/06  14:00:00,1.223271449,0.02006268,0,0,0.269136364,0.080793883,0.349930248,0.080793883,0.051339839,0.011059963,0.294631346,0.291273227,0.208392828
 07/06  15:00:00,1.338972623,0.021177908,0,0,0.339322364,0.099788594,0.439110958,0.099788594,0.051339839,0.011059963,0.301544743,0.307464298,0.211808823
 07/06  16:00:00,1.496632413,0.025049754,0,0,0.358340063,0.109886659,0.468226722,0.109886659,0.054548572,0.011751213,0.34346013,0.363676378,0.238325398
 07/06  17:00:00,1.827523811,0.030431447,0,0,0.440379021,0.133657506,0.574036527,0.133657506,0.064174796,0.013824955,0.420322531,0.441808677,0.296712325
 07/06  18:00:00,2.063437391,0.033039367,0,0,0.520707787,0.156323792,0.677031579,0.156323792,0.102679677,0.022119926,0.383153985,0.479670875,0.352137348
 07/06  19:00:00,2.149859597,0.034103124,0,0,0.556873639,0.165648001,0.72252164,0.165648001,0.195733083,0.042166115,0.315283627,0.495114667,0.362396467
 07/06  20:00:00,2.235813481,0.035275544,0,0,0.509923594,0.15634372,0.666267314,0.15634372,0.352961396,0.076037246,0.282131328,0.51213605,0.329636148
 07/06  21:00:00,2.313962024,0.03445199,0,0,0.473402422,0.146251127,0.619653549,0.146251127,0.510189629,0.109908395,0.267221753,0.500179566,0.290165131
 07/06  22:00:00,1.892730146,0.029813782,0,0,0.362526139,0.114874342,0.47740048,0.114874342,0.426762337,0.091935944,0.216614016,0.432841314,0.230532055
 07/06  23:00:00,1.408879313,0.025907622,0,0,0.260577069,0.083110038,0.343687107,0.083110038,0.295204003,0.063594789,0.147046288,0.376131048,0.166572079
 07/06  24:00:00,0.934377679,0.02142955,0,0,0.170066404,0.054227982,0.224294386,0.054227982,0.154019476,0.033179897,0.097980898,0.311117668,0.097141352
 07/07  01:00:00,0.715365254,0.01973097,0,0,0.114151247,0.036393255,0.150544502,0.036393255,0.093053485,0.020046189,0.083557222,0.286457421,0.065062435
 07/07  02:00:00,0.607084099,0.019502206,0,0,0.07923234,0.025257885,0.104490225,0.025257885,0.060966055,0.013133707,0.071716944,0.283136175,0.056996993
 07/07  03:00:00,0.558483307,0.019227688,0,0,0.049205629,0.015806725,0.065012354,0.015806725,0.060966055,0.013133707,0.064227478,0.279150681,0.059349032
 07/07  04:00:00,0.565859256,0.018501359,0,0,0.037100265,0.011918039,0.049018304,0.011918039,0.060966055,0.013133707,0.073600834,0.268605726,0.08389063
 07/07  05:00:00,0.720734445,0.02064603,0,0,0.035300526,0.011408684,0.04670921,0.011408684,0.064174796,0.013824955,0.085460359,0.299742403,0.194178723
 07/07  06:00:00,1.102384541,0.023854457,0,0,0.072112225,0.02316894,0.095281165,0.02316894,0.089844728,0.019354937,0.135831743,0.34632287,0.399105098
 07/07  07:00:00,1.313554295,0.025347148,0,0,0.055578413,0.017862367,0.07344078,0.017862367,0.147602041,0.031797395,0.209298552,0.367993997,0.45177753
 07/07  08:00:00,1.23494985,0.02142955,0,0,0.050249696,0.016247326,0.066497022,0.016247326,0.11230587,0.024193663,0.269902798,0.311117668,0.434288828
 07/07  09:00:00,1.120782869,0.01823828,0,0,0.035856707,0.011594765,0.047451472,0.011594765,0.060966055,0.013133707,0.330854517,0.264786294,0.386946824
 07/07  10:00:00,1.031351597,0.018667214,0,0,0.001197119,0.000381802,0.001578921,0.000381802,0.051339839,0.011059963,0.346769243,0.271013629,0.332946003
 07/07  11:00:00,1.10178664,0.018672933,0,0,0.079659538,0.024840167,0.104499705,0.024840167,0.051339839,0.011059963,0.361069092,0.27109666,0.286077381
 07/07  12:00:00,1.117787038,0.018358381,0,0,0.131701027,0.040441208,0.172142235,0.040441208,0.051339839,0.011059963,0.350527101,0.266529948,0.249543953
 07/07  13:00:00,1.14698873,0.018993204,0,0,0.186935209,0.056741721,0.243676931,0.056741721,0.051339839,0.011059963,0.31944517,0.275746404,0.229076424
 07/07  14:00:00,1.147085272,0.02006268,0,0,0.209539548,0.064814742,0.27435429,0.064814742,0.051339839,0.011059963,0.294631346,0.291273227,0.207782607
 07/07  15:00:00,1.346377874,0.021177908,0,0,0.344574273,0.102559375,0.447133648,0.102559375,0.051339839,0.011059963,0.301544743,0.307464298,0.211191384
 07/07  16:00:00,1.679729906,0.025049754,0,0,0.504896204,0.147132224,0.652028427,0.147132224,0.054548572,0.011751213,0.34346013,0.363676378,0.237621186
 07/07  17:00:00,2.008042988,0.030431447,0,0,0.583690487,0.171750975,0.755441462,0.171750975,0.064174796,0.013824955,0.420322531,0.441808677,0.295826568
 07/07  18:00:00,2.242312623,0.033039367,0,0,0.662093519,0.194855764,0.856949283,0.194855764,0.102679677,0.022119926,0.383153985,0.479670875,0.351094877
 07/07  19:00:00,2.285368151,0.034103124,0,0,0.662055986,0.197039538,0.859095524,0.197039538,0.195733083,0.042166115,0.315283627,0.495114667,0.361331136
 07/07  20:00:00,2.334964702,0.035275544,0,0,0.586529369,0.179857376,0.766386746,0.179857376,0.352961396,0.076037246,0.282131328,0.51213605,0.328667937
 07/07  21:00:00,2.394423735,0.03445199,0,0,0.535494689,0.16547157,0.700966259,0.16547157,0.510189629,0.109908395,0.267221753,0.500179566,0.289314133
 07/07  22:00:00,1.994629008,0.029813782,0,0,0.442095676,0.137853411,0.579949086,0.137853411,0.426762337,0.091935944,0.216614016,0.432841314,0.229882311
 07/07  23:00:00,1.508940726,0.025907622,0,0,0.338006205,0.106172184,0.444178389,0.106172184,0.295204003,0.063594789,0.147046288,0.376131048,0.166142209
 07/07  24:00:00,1.036867773,0.02142955,0,0,0.248836912,0.078151147,0.326988059,0.078151147,0.154019476,0.033179897,0.097980898,0.311117668,0.096937774
 07/08  01:00:00,0.819583144,0.01973097,0,0,0.188712321,0.059263262,0.247975583,0.059263262,0.093053485,0.020046189,0.087504247,0.286457421,0.067902219
 07/08  02:00:00,0.689216997,0.019502206,0,0,0.138107687,0.043746044,0.181853731,0.043746044,0.060966055,0.013133707,0.074328183,0.283136175,0.059155147
 07/08  03:00:00,0.643467993,0.019227688,0,0,0.111117528,0.035197131,0.14631466,0.035197131,0.060966055,0.013133707,0.065592882,0.279150681,0.061666009
 07/08  04:00:00,0.649432227,0.018501359,0,0,0.095073948,0.030117145,0.125191093,0.030117145,0.060966055,0.013133707,0.076271989,0.268605726,0.088619656
 07/08  05:00:00,0.834486038,0.02064603,0,0,0.108322735,0.034020359,0.142343094,0.034020359,0.064174796,0.013824955,0.089557052,0.299742403,0.208199739
 07/08  06:00:00,1.233373169,0.023854457,0,0,0.139242609,0.044120204,0.183362813,0.044120204,0.089844728,0.019354937,0.146457255,0.34632287,0.431386566
 07/08  07:00:00,1.485036082,0.025347148,0,0,0.140989469,0.044299769,0.185289237,0.044299769,0.147602041,0.031797395,0.230459914,0.367993997,0.490249498
 07/08  08:00:00,1.440246297,0.02142955,0,0,0.152675253,0.04716658,0.199841833,0.04716658,0.11230587,0.024193663,0.302340099,0.311117668,0.473803163
 07/08  09:00:00,1.366984181,0.01823828,0,0,0.162960743,0.049938288,0.212899031,0.049938288,0.060966055,0.013133707,0.375885576,0.264786294,0.422669518
 07/08  10:00:00,1.437769575,0.018667214,0,0,0.251364023,0.07544591,0.326809933,0.07544591,0.051339839,0.011059963,0.397685472,0.271013629,0.363216739
 07/08  11:00:00,1.487154009,0.018672933,0,0,0.318719415,0.093739798,0.412459213,0.093739798,0.051339839,0.011059963,0.413557851,0.27109666,0.310996483
 07/08  12:00:00,1.615943153,0.018358381,0,0,0.469031283,0.131944707,0.600975989,0.131944707,0.051339839,0.011059963,0.398337607,0.266529948,0.271055807
 07/08  13:00:00,1.611586275,0.018993204,0,0,0.497872764,0.148175239,0.646048003,0.148175239,0.051339839,0.011059963,0.363033203,0.275746404,0.247714864
 07/08  14:00:00,1.751627425,0.02006268,0,0,0.638926366,0.183912299,0.822838665,0.183912299,0.051339839,0.011059963,0.333756918,0.291273227,0.224714813
 07/08  15:00:00,1.95747994,0.021177908,0,0,0.783703561,0.220505333,1.004208894,0.220505333,0.051339839,0.011059963,0.338603716,0.307464298,0.228159231
 07/08  16:00:00,2.115675626,0.025049754,0,0,0.795816967,0.235044533,1.0308615,0.235044533,0.054548572,0.011751213,0.37937805,0.363676378,0.258815915
 07/08  17:00:00,2.281977682,0.030431447,0,0,0.739359254,0.228686242,0.968045496,0.228686242,0.064174796,0.013824955,0.455674461,0.441808677,0.321805297
 07/08  18:00:00,2.358187759,0.033039367,0,0,0.68629167,0.217762032,0.904053702,0.217762032,0.102679677,0.022119926,0.417464301,0.479670875,0.385555278
 07/08  19:00:00,2.348958723,0.034103124,0,0,0.646322544,0.203178248,0.849500792,0.203178248,0.195733083,0.042166115,0.349528381,0.495114667,0.400271686
 07/08  20:00:00,2.405542019,0.035275544,0,0,0.582232074,0.182933943,0.765166017,0.182933943,0.352961396,0.076037246,0.316986698,0.51213605,0.365610611
 07/08  21:00:00,2.430386647,0.03445199,0,0,0.509312685,0.161340732,0.670653417,0.161340732,0.510189629,0.109908395,0.302828611,0.500179566,0.319983029
 07/08  22:00:00,2.015399182,0.029813782,0,0,0.416303737,0.131836838,0.548140575,0.131836838,0.426762337,0.091935944,0.244907228,0.432841314,0.254167784
 07/08  23:00:00,1.513948422,0.025907622,0,0,0.317782437,0.100618933,0.41840137,0.100618933,0.295204003,0.063594789,0.162581134,0.376131048,0.181392078
 07/08  24:00:00,1.011011127,0.02142955,0,0,0.219498953,0.069491795,0.288990748,0.069491795,0.154019476,0.033179897,0.104554582,0.311117668,0.102504755
 07/09  01:00:00,0.761095033,0.01973097,0,0,0.143771883,0.045824673,0.189596556,0.045824673,0.093053485,0.020046189,0.087504247,0.286457421,0.067793136
 07/09  02:00:00,0.628490611,0.019502206,0,0,0.091739806,0.029464323,0.121204129,0.029464323,0.060966055,0.013133707,0.074328183,0.283136175,0.059078362
 07/09  03:00:00,0.580523459,0.019227688,0,0,0.063167424,0.020287505,0.083454929,0.020287505,0.060966055,0.013133707,0.065592882,0.279150681,0.061581205
 07/09  04:00:00,0.5864007,0.018501359,0,0,0.047179279,0.015151627,0.062330906,0.015151627,0.060966055,0.013133707,0.076271989,0.268605726,0.088448317
 07/09  05:00:00,0.757491847,0.02064603,0,0,0.049852403,0.016031066,0.065883469,0.016031066,0.064174796,0.013824955,0.089557052,0.299742403,0.207665172
 07/09  06:00:00,1.159297695,0.023854457,0,0,0.083640316,0.026866825,0.110507141,0.026866825,0.089844728,0.019354937,0.146457255,0.34632287,0.430166763
 07/09  07:00:00,1.443060241,0.025347148,0,0,0.109930977,0.034815717,0.144746695,0.034815717,0.147602041,0.031797395,0.230459914,0.367993997,0.4888162
 07/09  08:00:00,1.364387859,0.02142955,0,0,0.095423836,0.029965976,0.125389812,0.029965976,0.11230587,0.024193663,0.302340099,0.311117668,0.472396747
 07/09  09:00:00,1.268168705,0.01823828,0,0,0.087941849,0.027410888,0.115352737,0.027410888,0.060966055,0.013133707,0.375885576,0.264786294,0.421400336
 07/09  10:00:00,1.26782152,0.018667214,0,0,0.120920103,0.037033845,0.157953948,0.037033845,0.051339839,0.011059963,0.397685472,0.271013629,0.36212467
 07/09  11:00:00,1.364640254,0.018672933,0,0,0.224800078,0.066069381,0.290869459,0.066069381,0.051339839,0.011059963,0.413557851,0.27109666,0.310072482
 07/09  12:00:00,1.508752487,0.018358381,0,0,0.386029676,0.108550988,0.494580663,0.108550988,0.051339839,0.011059963,0.398337607,0.266529948,0.270260467
 07/09  13:00:00,1.666938041,0.018993204,0,0,0.550813521,0.151296585,0.702110106,0.151296585,0.051339839,0.011059963,0.363033203,0.275746404,0.247004526
 07/09  14:00:00,1.829169523,0.02006268,0,0,0.708850864,0.192163572,0.901014436,0.192163572,0.051339839,0.011059963,0.333756918,0.291273227,0.22408114
 07/09  15:00:00,2.012459721,0.021177908,0,0,0.829114296,0.230713702,1.059827998,0.230713702,0.051339839,0.011059963,0.338603716,0.307464298,0.227519907
 07/09  16:00:00,2.353213948,0.025049754,0,0,0.995672749,0.273460864,1.269133614,0.273460864,0.054548572,0.011751213,0.37937805,0.363676378,0.258082122
 07/09  17:00:00,2.39244269,0.030431447,0,0,0.824464224,0.254960249,1.079424473,0.254960249,0.064174796,0.013824955,0.455674461,0.441808677,0.320891328
 07/09  18:00:00,2.590137027,0.033039367,0,0,0.874591915,0.262497318,1.137089233,0.262497318,0.102679677,0.022119926,0.417464301,0.479670875,0.384469015
 07/09  19:00:00,2.524399419,0.034103124,0,0,0.78541431,0.240645296,1.026059606,0.240645296,0.195733083,0.042166115,0.349528381,0.495114667,0.399153569
 07/09  20:00:00,2.540573967,0.035275544,0,0,0.688603552,0.21261885,0.901222402,0.21261885,0.352961396,0.076037246,0.316986698,0.51213605,0.364586175
 07/09  21:00:00,2.54674832,0.03445199,0,0,0.600740264,0.187171339,0.787911603,0.187171339,0.510189629,0.109908395,0.302828611,0.500179566,0.319086516
 07/09  22:00:00,2.123349301,0.029813782,0,0,0.500792716,0.155984344,0.65677706,0.155984344,0.426762337,0.091935944,0.244907228,0.432841314,0.253481419
 07/09  23:00:00,1.577945924,0.025907622,0,0,0.366757137,0.116092719,0.482849856,0.116092719,0.295204003,0.063594789,0.162581134,0.376131048,0.180941094
 07/09  24:00:00,1.070294543,0.02142955,0,0,0.264705697,0.083777683,0.34848338,0.083777683,0.154019476,0.033179897,0.104554582,0.311117668,0.10229554
 07/10  01:00:00,0.821625814,0.01973097,0,0,0.195291411,0.061804763,0.257096173,0.061804763,0.093053485,0.020046189,0.083557222,0.286457421,0.064771324
 07/10  02:00:00,0.686844566,0.019502206,0,0,0.139883071,0.044572149,0.18445522,0.044572149,0.060966055,0.013133707,0.071716944,0.283136175,0.056792464
 07/10  03:00:00,0.631950313,0.019227688,0,0,0.105189688,0.033517635,0.138707323,0.033517635,0.060966055,0.013133707,0.064227478,0.279150681,0.05912107
