Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/31  03:00:00,0.739850784,5.441095438,0,5.415643407,0,0.137406823,0.137406823,0.137406823,0.064174796,0.013824955,0.059715255,0.369516703,0.078568252
 01/31  04:00:00,0.739886438,5.765496183,0,5.740402421,0,0.145243319,0.145243319,0.145243319,0.064174796,0.013824955,0.052611026,0.364315295,0.083073046
 01/31  05:00:00,0.789090156,6.036709468,0,6.012563626,0,0.151818071,0.151818071,0.151818071,0.064174796,0.013824955,0.063151709,0.350553236,0.12892339
 01/31  06:00:00,1.045211568,6.132693449,0,6.10574863,0,0.15386399,0.15386399,0.15386399,0.064174796,0.013824955,0.075981488,0.391189237,0.329533101
 01/31  07:00:00,1.653263899,6.832900313,0,6.801768225,0,0.171400317,0.171400317,0.171400317,0.147602041,0.031797395,0.129758031,0.451980695,0.704081421
 01/31  08:00:00,2.066099145,6.878271025,0,6.845190849,0,0.172754065,0.172754065,0.172754065,0.301621517,0.064977292,0.207405929,0.480263352,0.80743299
 01/31  09:00:00,1.976588058,6.174747374,0,6.146779995,0,0.15370411,0.15370411,0.15370411,0.288786568,0.062212303,0.268690649,0.406034923,0.780515505
 01/31  10:00:00,1.712863515,5.728102084,0,5.704299583,0,0.142994749,0.142994749,0.142994749,0.147602041,0.031797395,0.330033496,0.345568553,0.698223281
 01/31  11:00:00,1.598471353,5.35633969,0,5.331977394,0,0.134376836,0.134376836,0.134376836,0.121932142,0.026267417,0.34487662,0.353695754,0.600678585
 01/31  12:00:00,1.473146056,3.214659101,0,3.190289341,0,0.079900888,0.079900888,0.079900888,0.121932142,0.026267417,0.361119726,0.353804116,0.513477768
 01/31  13:00:00,1.373999083,2.538216912,0,2.514257668,0,0.064001309,0.064001309,0.064001309,0.121932142,0.026267417,0.351845974,0.347844169,0.445464071
 01/31  14:00:00,1.297151588,1.94714765,0,1.92235991,0,0.049551559,0.049551559,0.049551559,0.121932142,0.026267417,0.317847783,0.359872426,0.405036261
 01/31  15:00:00,1.251047449,1.594542466,0,1.568358969,0,0.040713864,0.040713864,0.040713864,0.128349577,0.027649903,0.292642171,0.380136245,0.364911689
 01/31  16:00:00,1.318162491,1.268944371,0,1.241305406,0,0.032362389,0.032362389,0.032362389,0.160436991,0.034562383,0.302863616,0.401266965,0.370026147
 01/31  17:00:00,1.61463798,0.936594689,0,0.903902637,0,0.023620681,0.023620681,0.023620681,0.269534103,0.058064812,0.353720743,0.474628493,0.418425148
 01/31  18:00:00,2.19761201,1.146621031,0,1.106905413,0,0.02904834,0.02904834,0.02904834,0.500563357,0.107834641,0.445069937,0.576597765,0.52185397
 01/31  19:00:00,2.609351109,0.670002935,0,0.626883761,0,0.016408469,0.016408469,0.016408469,0.744427561,0.160369476,0.398283704,0.626011142,0.617206756
 01/31  20:00:00,2.587119078,0.692492793,0,0.647985327,0,0.016937752,0.016937752,0.016937752,0.789349925,0.170046944,0.315345897,0.646166599,0.632627962
 01/31  21:00:00,2.386143829,0.903329012,0,0.857291438,0,0.022400452,0.022400452,0.022400452,0.680252812,0.146544516,0.275874928,0.668380946,0.576046175
 01/31  22:00:00,2.163100143,1.347231452,0,1.302268685,0,0.03401795,0.03401795,0.03401795,0.5711557,0.123042104,0.258342283,0.652776722,0.507121384
 01/31  23:00:00,1.75729027,1.968044733,0,1.929135221,0,0.050292396,0.050292396,0.050292396,0.429971094,0.092627195,0.205880856,0.564894597,0.396980132
 01/31  24:00:00,1.349410776,2.701452368,0,2.667640726,0,0.069276608,0.069276608,0.069276608,0.295204003,0.063594789,0.135920782,0.490882893,0.277887702
 02/01  01:00:00,0.938586847,3.544312668,0,3.516200004,0,0.090897809,0.090897809,0.090897809,0.152146387,0.032776384,0.086281399,0.408144195,0.151696673
 02/01  02:00:00,0.779584939,4.350527164,0,4.324642806,0,0.111173782,0.111173782,0.111173782,0.090160839,0.019423036,0.072152813,0.375793294,0.094237174
 02/01  03:00:00,0.732152482,5.131967005,0,5.106382755,0,0.130534175,0.130534175,0.130534175,0.061985579,0.01335334,0.059631191,0.371436271,0.078567927
 02/01  04:00:00,0.744042739,5.932540739,0,5.90731662,0,0.150249915,0.150249915,0.150249915,0.061985579,0.01335334,0.052529458,0.366207842,0.083072604
 02/01  05:00:00,0.799699946,6.487038807,0,6.462767532,0,0.163348971,0.163348971,0.163348971,0.061985579,0.01335334,0.0630714,0.352374292,0.128922365
 02/01  06:00:00,1.069991237,6.884049136,0,6.856964344,0,0.172507118,0.172507118,0.172507118,0.067620637,0.014567281,0.075901179,0.393221389,0.329529632
 02/01  07:00:00,1.659539978,7.876214229,0,7.844920416,0,0.197292464,0.197292464,0.197292464,0.129606217,0.027920617,0.129674585,0.454328647,0.70407345
 02/01  08:00:00,2.047232243,8.103716587,0,8.070464566,0,0.203034601,0.203034601,0.203034601,0.259212433,0.055841233,0.207318087,0.482758226,0.807423663
 02/01  09:00:00,1.938072587,7.410487944,0,7.382375281,0,0.183368348,0.183368348,0.183368348,0.231037141,0.049771545,0.268600929,0.408144195,0.780506429
 02/01  10:00:00,1.689352493,6.485377465,0,6.461451315,0,0.16020724,0.16020724,0.16020724,0.112701089,0.024278804,0.329942516,0.347363715,0.69821513
 02/01  11:00:00,1.594814616,6.701361575,0,6.676872722,0,0.167593225,0.167593225,0.167593225,0.090160839,0.019423036,0.344788778,0.355533134,0.600671604
 02/01  12:00:00,1.475733163,4.797419859,0,4.772923503,0,0.11935948,0.11935948,0.11935948,0.090160839,0.019423036,0.361031884,0.35564206,0.513471864
 02/01  13:00:00,1.36294238,3.595422563,0,3.571338857,0,0.089850607,0.089850607,0.089850607,0.090160839,0.019423036,0.351753757,0.349651152,0.445458988
 02/01  14:00:00,1.284963041,2.942499731,0,2.917583223,0,0.074206005,0.074206005,0.074206005,0.090160839,0.019423036,0.317755566,0.361741893,0.405031701
 02/01  15:00:00,1.239202028,2.627609492,0,2.601289977,0,0.06655538,0.06655538,0.06655538,0.095795882,0.020636974,0.292551191,0.382110979,0.364907623
 02/01  16:00:00,1.295583934,2.588158244,0,2.5603757,0,0.065815143,0.065815143,0.065815143,0.112701089,0.024278804,0.302771399,0.403351469,0.37002203
 02/01  17:00:00,1.547675055,2.721491667,0,2.688629787,0,0.06957425,0.06957425,0.06957425,0.174686636,0.037632135,0.353623489,0.477094095,0.418420449
 02/01  18:00:00,2.081012538,4.157627279,0,4.117705346,0,0.107024522,0.107024522,0.107024522,0.338103187,0.072836394,0.444963272,0.579593078,0.521848085
 02/01  19:00:00,2.483162346,3.419039293,0,3.375696123,0,0.086435245,0.086435245,0.086435245,0.580410413,0.125035815,0.398173902,0.629263148,0.617199824
 02/01  20:00:00,2.609272879,3.619911788,0,3.575173114,0,0.091178402,0.091178402,0.091178402,0.743826964,0.160240091,0.315239231,0.649523308,0.632620882
 02/01  21:00:00,2.486275783,4.110951047,0,4.064674316,0,0.103541562,0.103541562,0.103541562,0.693111423,0.149314618,0.275771399,0.671853055,0.576039725
 02/01  22:00:00,2.255283573,4.709618559,0,4.66442222,0,0.118518193,0.118518193,0.118518193,0.574775371,0.123821877,0.258240655,0.65616777,0.507115708
 02/01  23:00:00,1.844075535,5.416718861,0,5.377607221,0,0.136319549,0.136319549,0.136319549,0.428264027,0.092259448,0.205783602,0.567829114,0.396975796
 02/01  24:00:00,1.436810555,5.957209441,0,5.923222154,0,0.150022349,0.150022349,0.150022349,0.29865781,0.064338831,0.135829802,0.493432934,0.277884829
 02/02  01:00:00,1.028222954,7.157036376,0,7.128923713,0,0.180540374,0.180540374,0.180540374,0.152146387,0.032776384,0.086281399,0.408144195,0.151690215
 02/02  02:00:00,0.847550101,7.140687955,0,7.114803597,0,0.179143258,0.179143258,0.179143258,0.090160839,0.019423036,0.072152813,0.375793294,0.09423286
 02/02  03:00:00,0.786406918,7.401589282,0,7.376005032,0,0.184791737,0.184791737,0.184791737,0.061985579,0.01335334,0.059631191,0.371436271,0.078564801
 02/02  04:00:00,0.788062163,7.770218185,0,7.744994066,0,0.194272969,0.194272969,0.194272969,0.061985579,0.01335334,0.052529458,0.366207842,0.083068975
 02/02  05:00:00,0.837783676,8.070469477,0,8.046198203,0,0.20144025,0.20144025,0.20144025,0.061985579,0.01335334,0.0630714,0.352374292,0.128914815
 02/02  06:00:00,1.103798533,8.290858503,0,8.263773711,0,0.206338398,0.206338398,0.206338398,0.067620637,0.014567281,0.075901179,0.393221389,0.329505649
 02/02  07:00:00,1.690370068,9.161999469,0,9.130705655,0,0.228177451,0.228177451,0.228177451,0.129606217,0.027920617,0.129674585,0.454328647,0.704018552
 02/02  08:00:00,2.057871267,8.625438393,0,8.592186372,0,0.213737763,0.213737763,0.213737763,0.259212433,0.055841233,0.207318087,0.482758226,0.807359525
 02/02  09:00:00,1.9564687,8.195231862,0,8.167119199,0,0.20182692,0.20182692,0.20182692,0.231037141,0.049771545,0.268600929,0.408144195,0.780443969
 02/02  10:00:00,1.702733451,7.062782875,0,7.038856725,0,0.173644293,0.173644293,0.173644293,0.112701089,0.024278804,0.329942516,0.347363715,0.698159035
 02/02  11:00:00,1.601454567,6.995088101,0,6.970599248,0,0.174281345,0.174281345,0.174281345,0.090160839,0.019423036,0.344788778,0.355533134,0.600623434
 02/02  12:00:00,1.475023261,4.783079809,0,4.758583453,0,0.118690406,0.118690406,0.118690406,0.090160839,0.019423036,0.361031884,0.35564206,0.513431036
 02/02  13:00:00,1.361422102,3.529091016,0,3.505007309,0,0.088365423,0.088365423,0.088365423,0.090160839,0.019423036,0.351753757,0.349651152,0.445423895
 02/02  14:00:00,1.28015667,2.745987471,0,2.721070963,0,0.069431091,0.069431091,0.069431091,0.090160839,0.019423036,0.317755566,0.361741893,0.405000244
 02/02  15:00:00,1.22758146,2.163484089,0,2.137164574,0,0.054962839,0.054962839,0.054962839,0.095795882,0.020636974,0.292551191,0.382110979,0.364879595
 02/02  16:00:00,1.278449946,1.913129146,0,1.885346602,0,0.048709487,0.048709487,0.048709487,0.112701089,0.024278804,0.302771399,0.403351469,0.369993697
 02/02  17:00:00,1.528134075,1.957640925,0,1.924779045,0,0.050065604,0.050065604,0.050065604,0.174686636,0.037632135,0.353623489,0.477094095,0.418388115
 02/02  18:00:00,2.055653811,3.163112452,0,3.123190519,0,0.081706376,0.081706376,0.081706376,0.338103187,0.072836394,0.444963272,0.579593078,0.521807504
 02/02  19:00:00,2.460494182,2.514436448,0,2.471093279,0,0.063814967,0.063814967,0.063814967,0.580410413,0.125035815,0.398173902,0.629263148,0.617151938
 02/02  20:00:00,2.586266762,2.69623291,0,2.651494235,0,0.068221108,0.068221108,0.068221108,0.743826964,0.160240091,0.315239231,0.649523308,0.632572059
 02/02  21:00:00,2.465581233,3.270478816,0,3.224202086,0,0.082891479,0.082891479,0.082891479,0.693111423,0.149314618,0.275771399,0.671853055,0.575995258
 02/02  22:00:00,2.241673758,4.137342083,0,4.092145743,0,0.10494745,0.10494745,0.10494745,0.574775371,0.123821877,0.258240655,0.65616777,0.507076637
 02/02  23:00:00,1.831820057,4.905700817,0,4.866589177,0,0.124093907,0.124093907,0.124093907,0.428264027,0.092259448,0.205783602,0.567829114,0.396945959
 02/02  24:00:00,1.429066497,5.641940202,0,5.607952914,0,0.142298042,0.142298042,0.142298042,0.29865781,0.064338831,0.135829802,0.493432934,0.277865078
 02/03  01:00:00,1.00370449,6.202238642,0,6.174125979,0,0.156036378,0.156036378,0.156036378,0.152146387,0.032776384,0.086281399,0.408144195,0.151675747
 02/03  02:00:00,0.835414546,6.659884044,0,6.633999686,0,0.167016031,0.167016031,0.167016031,0.090160839,0.019423036,0.072152813,0.375793294,0.094224531
 02/03  03:00:00,0.778976889,7.087277202,0,7.061692953,0,0.177367776,0.177367776,0.177367776,0.061985579,0.01335334,0.059631191,0.371436271,0.078558733
 02/03  04:00:00,0.783832941,7.600805179,0,7.57558106,0,0.190050557,0.190050557,0.190050557,0.061985579,0.01335334,0.052529458,0.366207842,0.083062165
 02/03  05:00:00,0.835130338,7.962420049,0,7.938148774,0,0.198800928,0.198800928,0.198800928,0.061985579,0.01335334,0.0630714,0.352374292,0.1289008
 02/03  06:00:00,1.09657928,8.00665691,0,7.979572118,0,0.19916376,0.19916376,0.19916376,0.067620637,0.014567281,0.075901179,0.393221389,0.329461033
 02/03  07:00:00,1.680289929,8.772027386,0,8.740733573,0,0.218199246,0.218199246,0.218199246,0.129606217,0.027920617,0.129674585,0.454328647,0.703916618
 02/03  08:00:00,2.065901851,8.902178622,0,8.8689266,0,0.221887391,0.221887391,0.221887391,0.259212433,0.055841233,0.207318087,0.482758226,0.80724048
 02/03  09:00:00,1.951377703,7.988869603,0,7.96075694,0,0.196851751,0.196851751,0.196851751,0.231037141,0.049771545,0.268600929,0.408144195,0.780328142
 02/03  10:00:00,1.690963655,6.578301683,0,6.554375533,0,0.161978517,0.161978517,0.161978517,0.112701089,0.024278804,0.329942516,0.347363715,0.698055014
 02/03  11:00:00,1.590767241,6.541842827,0,6.517353974,0,0.163683349,0.163683349,0.163683349,0.090160839,0.019423036,0.344788778,0.355533134,0.600534105
 02/03  12:00:00,1.473709024,4.697884278,0,4.673387922,0,0.117451884,0.117451884,0.117451884,0.090160839,0.019423036,0.361031884,0.35564206,0.513355321
 02/03  13:00:00,1.363897487,3.604952193,0,3.580868486,0,0.09090588,0.09090588,0.09090588,0.090160839,0.019423036,0.351753757,0.349651152,0.445358822
 02/03  14:00:00,1.288262872,3.042903969,0,3.017987461,0,0.077595621,0.077595621,0.077595621,0.090160839,0.019423036,0.317755566,0.361741893,0.404941917
 02/03  15:00:00,1.235559975,2.459904904,0,2.433585389,0,0.062993318,0.062993318,0.062993318,0.095795882,0.020636974,0.292551191,0.382110979,0.364827631
 02/03  16:00:00,1.286849133,2.227079167,0,2.199296623,0,0.057161215,0.057161215,0.057161215,0.112701089,0.024278804,0.302771399,0.403351469,0.369941157
 02/03  17:00:00,1.532540348,2.124777545,0,2.091915664,0,0.054531837,0.054531837,0.054531837,0.174686636,0.037632135,0.353623489,0.477094095,0.418328155
 02/03  18:00:00,2.038890595,2.5226555,0,2.482733567,0,0.065018392,0.065018392,0.065018392,0.338103187,0.072836394,0.444963272,0.579593078,0.521732271
 02/03  19:00:00,2.450132454,2.097763533,0,2.054420363,0,0.053542018,0.053542018,0.053542018,0.580410413,0.125035815,0.398173902,0.629263148,0.617063158
 02/03  20:00:00,2.571914791,2.124301139,0,2.079562464,0,0.053959667,0.053959667,0.053959667,0.743826964,0.160240091,0.315239231,0.649523308,0.63248153
 02/03  21:00:00,2.446664238,2.519046372,0,2.472769642,0,0.064056933,0.064056933,0.064056933,0.693111423,0.149314618,0.275771399,0.671853055,0.57591281
 02/03  22:00:00,2.214230813,3.047820772,0,3.002624432,0,0.077576968,0.077576968,0.077576968,0.574775371,0.123821877,0.258240655,0.65616777,0.507004174
 02/03  23:00:00,1.802711131,3.72964706,0,3.69053542,0,0.095040316,0.095040316,0.095040316,0.428264027,0.092259448,0.205783602,0.567829114,0.396890625
 02/03  24:00:00,1.397845793,4.367798876,0,4.333811588,0,0.111113982,0.111113982,0.111113982,0.29865781,0.064338831,0.135829802,0.493432934,0.277828434
 02/04  01:00:00,0.996405479,5.157780641,0,5.129667977,0,0.131110873,0.131110873,0.131110873,0.152146387,0.032776384,0.092855082,0.408144195,0.162728557
 02/04  02:00:00,0.826760361,5.862241713,0,5.836357355,0,0.148563064,0.148563064,0.148563064,0.090160839,0.019423036,0.076099837,0.375793294,0.10007629
 02/04  03:00:00,0.771802845,6.46900195,0,6.4434177,0,0.163293261,0.163293261,0.163293261,0.061985579,0.01335334,0.062242429,0.371436271,0.082847966
 02/04  04:00:00,0.773973661,6.928061694,0,6.902837575,0,0.174216131,0.174216131,0.174216131,0.061985579,0.01335334,0.053894863,0.366207842,0.087671907
 02/04  05:00:00,0.832098048,7.324404941,0,7.300133667,0,0.183666761,0.183666761,0.183666761,0.061985579,0.01335334,0.065742556,0.352374292,0.138331522
 02/04  06:00:00,1.118518634,7.595233889,0,7.568149097,0,0.189852538,0.189852538,0.189852538,0.067620637,0.014567281,0.079997872,0.393221389,0.356614916
 02/04  07:00:00,1.745979018,8.438378732,0,8.407084918,0,0.211001155,0.211001155,0.211001155,0.129606217,0.027920617,0.140300097,0.454328647,0.766178286
 02/04  08:00:00,2.152308092,8.447294438,0,8.414042417,0,0.211329724,0.211329724,0.211329724,0.259212433,0.055841233,0.228479449,0.482758226,0.883043028
 02/04  09:00:00,2.050942592,7.482409892,0,7.454297229,0,0.184700906,0.184700906,0.184700906,0.231037141,0.049771545,0.30103823,0.408144195,0.859606575
 02/04  10:00:00,1.811616765,6.64882274,0,6.62489659,0,0.164491905,0.164491905,0.164491905,0.112701089,0.024278804,0.374973575,0.347363715,0.771163678
 02/04  11:00:00,1.711711738,6.816212356,0,6.791723503,0,0.170875733,0.170875733,0.170875733,0.090160839,0.019423036,0.395705007,0.355533134,0.663369988
 02/04  12:00:00,1.591510915,5.217678953,0,5.193182597,0,0.130578186,0.130578186,0.130578186,0.090160839,0.019423036,0.413520643,0.35564206,0.56554215
 02/04  13:00:00,1.477176874,4.400738095,0,4.376654389,0,0.111112327,0.111112327,0.111112327,0.090160839,0.019423036,0.399564263,0.349651152,0.490621256
 02/04  14:00:00,1.392719699,3.893984612,0,3.869068104,0,0.099193116,0.099193116,0.099193116,0.090160839,0.019423036,0.361343599,0.361741893,0.444213216
 02/04  15:00:00,1.334193052,3.399394026,0,3.373074511,0,0.086959862,0.086959862,0.086959862,0.095795882,0.020636974,0.331676764,0.382110979,0.400368592
 02/04  16:00:00,1.377411441,2.938425482,0,2.910642938,0,0.075324503,0.075324503,0.075324503,0.112701089,0.024278804,0.339830372,0.403351469,0.405281203
 02/04  17:00:00,1.623588677,2.590537855,0,2.557675975,0,0.066355665,0.066355665,0.066355665,0.174686636,0.037632135,0.389541409,0.477094095,0.461634737
 02/04  18:00:00,2.137353231,2.95970481,0,2.919782877,0,0.076081694,0.076081694,0.076081694,0.338103187,0.072836394,0.480315202,0.579593078,0.573779676
 02/04  19:00:00,2.553320984,2.162489552,0,2.119146383,0,0.05503021,0.05503021,0.05503021,0.580410413,0.125035815,0.432484217,0.629263148,0.684453181
 02/04  20:00:00,2.676134817,1.920012543,0,1.875273869,0,0.048585982,0.048585982,0.048585982,0.743826964,0.160240091,0.349483985,0.649523308,0.707830486
 02/04  21:00:00,2.536816972,1.884054496,0,1.837777766,0,0.047600938,0.047600938,0.047600938,0.693111423,0.149314618,0.31062677,0.671853055,0.647666169
 02/04  22:00:00,2.285627367,2.094882061,0,2.049685721,0,0.05314225,0.05314225,0.05314225,0.574775371,0.123821877,0.293847512,0.65616777,0.567228588
 02/04  23:00:00,1.843872266,2.375336714,0,2.336225074,0,0.060586754,0.060586754,0.060586754,0.428264027,0.092259448,0.234076814,0.567829114,0.44421211
 02/04  24:00:00,1.397875769,2.584697976,0,2.550710689,0,0.066129143,0.066129143,0.066129143,0.29865781,0.064338831,0.151364647,0.493432934,0.307308403
 02/05  01:00:00,0.938376943,2.853138737,0,2.825026073,0,0.073116145,0.073116145,0.073116145,0.152146387,0.032776384,0.092855082,0.408144195,0.16269475
 02/05  02:00:00,0.755631482,3.019789382,0,2.993905024,0,0.077452529,0.077452529,0.077452529,0.090160839,0.019423036,0.076099837,0.375793294,0.100057946
 02/05  03:00:00,0.693515099,3.310289224,0,3.284704975,0,0.085018646,0.085018646,0.085018646,0.061985579,0.01335334,0.062242429,0.371436271,0.082834835
 02/05  04:00:00,0.688889817,3.469281509,0,3.44405739,0,0.08914702,0.08914702,0.08914702,0.061985579,0.01335334,0.053894863,0.366207842,0.087657174
 02/05  05:00:00,0.737638621,3.475454473,0,3.451183198,0,0.089237333,0.089237333,0.089237333,0.061985579,0.01335334,0.065742556,0.352374292,0.138301523
 02/05  06:00:00,1.016950621,3.451076301,0,3.423991509,0,0.088378394,0.088378394,0.088378394,0.067620637,0.014567281,0.079997872,0.393221389,0.356521048
 02/05  07:00:00,1.617461053,3.236115281,0,3.204821467,0,0.082697615,0.082697615,0.082697615,0.129606217,0.027920617,0.140300097,0.454328647,0.765963861
 02/05  08:00:00,2.026805763,3.373251501,0,3.33999948,0,0.086079336,0.086079336,0.086079336,0.259212433,0.055841233,0.228479449,0.482758226,0.882791086
 02/05  09:00:00,1.944819935,3.080101654,0,3.051988991,0,0.078825669,0.078825669,0.078825669,0.231037141,0.049771545,0.30103823,0.408144195,0.859359156
 02/05  10:00:00,1.727618398,3.153767748,0,3.129841598,0,0.080716827,0.080716827,0.080716827,0.112701089,0.024278804,0.374973575,0.347363715,0.770940389
 02/05  11:00:00,1.637030069,3.746446431,0,3.721957577,0,0.096386085,0.096386085,0.096386085,0.090160839,0.019423036,0.395705007,0.355533134,0.663177968
 02/05  12:00:00,1.539428008,3.069167405,0,3.044671049,0,0.078657805,0.078657805,0.078657805,0.090160839,0.019423036,0.413520643,0.35564206,0.565379625
 02/05  13:00:00,1.435725429,2.724381676,0,2.700297969,0,0.069800805,0.069800805,0.069800805,0.090160839,0.019423036,0.399564263,0.349651152,0.490481332
 02/05  14:00:00,1.356078067,2.442957607,0,2.418041099,0,0.062676497,0.062676497,0.062676497,0.090160839,0.019423036,0.361343599,0.361741893,0.444088203
 02/05  15:00:00,1.305714537,2.279894066,0,2.253574551,0,0.058592857,0.058592857,0.058592857,0.095795882,0.020636974,0.331676764,0.382110979,0.400257082
 02/05  16:00:00,1.356022628,2.1023369,0,2.074554356,0,0.05404814,0.05404814,0.05404814,0.112701089,0.024278804,0.339830372,0.403351469,0.405168754
 02/05  17:00:00,1.603363211,1.806695975,0,1.773834095,0,0.04625927,0.04625927,0.04625927,0.174686636,0.037632135,0.389541409,0.477094095,0.461505667
 02/05  18:00:00,2.099532747,1.512844167,0,1.472922234,0,0.03842204,0.03842204,0.03842204,0.338103187,0.072836394,0.480315202,0.579593078,0.573618846
 02/05  19:00:00,2.529633443,1.252692982,0,1.209349812,0,0.031533874,0.031533874,0.031533874,0.580410413,0.125035815,0.432484217,0.629263148,0.684261976
 02/05  20:00:00,2.656239765,1.153484863,0,1.108746189,0,0.028887744,0.028887744,0.028887744,0.743826964,0.160240091,0.349483985,0.649523308,0.707633673
 02/05  21:00:00,2.521407236,1.28857884,0,1.24230211,0,0.03237152,0.03237152,0.03237152,0.693111423,0.149314618,0.31062677,0.671853055,0.64748585
 02/05  22:00:00,2.268327308,1.428072262,0,1.382875922,0,0.035999995,0.035999995,0.035999995,0.574775371,0.123821877,0.293847512,0.65616777,0.567070783
 02/05  23:00:00,1.827741895,1.752262405,0,1.713150765,0,0.044577215,0.044577215,0.044577215,0.428264027,0.092259448,0.234076814,0.567829114,0.444091277
 02/05  24:00:00,1.384724367,2.074426665,0,2.040439378,0,0.053057085,0.053057085,0.053057085,0.29865781,0.064338831,0.151364647,0.493432934,0.30722906
 02/06  01:00:00,0.910980435,2.469130598,0,2.441017934,0,0.063403805,0.063403805,0.063403805,0.152146387,0.032776384,0.086281399,0.408144195,0.151584265
 02/06  02:00:00,0.739067725,2.752369785,0,2.726485427,0,0.070718569,0.070718569,0.070718569,0.090160839,0.019423036,0.072152813,0.375793294,0.094175173
 02/06  03:00:00,0.6763665,2.912639987,0,2.887055738,0,0.074792628,0.074792628,0.074792628,0.061985579,0.01335334,0.059631191,0.371436271,0.078523493
 02/06  04:00:00,0.671983168,3.051574883,0,3.026350764,0,0.078240362,0.078240362,0.078240362,0.061985579,0.01335334,0.052529458,0.366207842,0.083022588
 02/06  05:00:00,0.718601192,3.213963852,0,3.189692577,0,0.082352848,0.082352848,0.082352848,0.061985579,0.01335334,0.0630714,0.352374292,0.128819734
 02/06  06:00:00,0.976886805,3.116300348,0,3.089215556,0,0.079728207,0.079728207,0.079728207,0.067620637,0.014567281,0.075901179,0.393221389,0.329204111
 02/06  07:00:00,1.537826,2.996907191,0,2.965613378,0,0.076322348,0.076322348,0.076322348,0.129606217,0.027920617,0.129674585,0.454328647,0.703329587
 02/06  08:00:00,1.927606667,3.310486843,0,3.277234822,0,0.084277814,0.084277814,0.084277814,0.259212433,0.055841233,0.207318087,0.482758226,0.806554874
 02/06  09:00:00,1.830600326,3.004689528,0,2.976576865,0,0.076741629,0.076741629,0.076741629,0.231037141,0.049771545,0.268600929,0.408144195,0.779660887
 02/06  10:00:00,1.60355066,2.949769328,0,2.925843178,0,0.075164781,0.075164781,0.075164781,0.112701089,0.024278804,0.329942516,0.347363715,0.697455755
 02/06  11:00:00,1.513778229,3.400945441,0,3.376456587,0,0.087208879,0.087208879,0.087208879,0.090160839,0.019423036,0.344788778,0.355533134,0.600019562
 02/06  12:00:00,1.424832216,2.700692719,0,2.676196363,0,0.069011158,0.069011158,0.069011158,0.090160839,0.019423036,0.361031884,0.35564206,0.512919239
 02/06  13:00:00,1.331689501,2.309011399,0,2.284927692,0,0.059072731,0.059072731,0.059072731,0.090160839,0.019423036,0.351753757,0.349651152,0.444983985
 02/06  14:00:00,1.264920461,2.127098385,0,2.102181877,0,0.054589206,0.054589206,0.054589206,0.090160839,0.019423036,0.317755566,0.361741893,0.40460592
 02/06  15:00:00,1.22218636,1.943528193,0,1.917208678,0,0.049919061,0.049919061,0.049919061,0.095795882,0.020636974,0.292551191,0.382110979,0.364528274
 02/06  16:00:00,1.276824342,1.846734181,0,1.818951637,0,0.047439098,0.047439098,0.047439098,0.112701089,0.024278804,0.302771399,0.403351469,0.369638482
 02/06  17:00:00,1.517543189,1.55911853,0,1.52625665,0,0.039880097,0.039880097,0.039880097,0.174686636,0.037632135,0.353623489,0.477094095,0.417982736
 02/06  18:00:00,2.005956026,1.284886349,0,1.244964416,0,0.032517226,0.032517226,0.032517226,0.338103187,0.072836394,0.444963272,0.579593078,0.521298869
 02/06  19:00:00,2.428256804,1.274745545,0,1.231402376,0,0.032177761,0.032177761,0.032177761,0.580410413,0.125035815,0.398173902,0.629263148,0.616551765
 02/06  20:00:00,2.551662675,1.357688843,0,1.312950169,0,0.034229031,0.034229031,0.034229031,0.743826964,0.160240091,0.315239231,0.649523308,0.63196005
 02/06  21:00:00,2.423277538,1.628874737,0,1.582598007,0,0.041145181,0.041145181,0.041145181,0.693111423,0.149314618,0.275771399,0.671853055,0.575437862
 02/06  22:00:00,2.188698983,2.068263403,0,2.023067063,0,0.052462552,0.052462552,0.052462552,0.574775371,0.123821877,0.258240655,0.65616777,0.506586759
 02/06  23:00:00,1.772920833,2.576287787,0,2.537176147,0,0.065568774,0.065568774,0.065568774,0.428264027,0.092259448,0.205783602,0.567829114,0.396571869
 02/06  24:00:00,1.368140933,3.203541446,0,3.169554158,0,0.081620186,0.081620186,0.081620186,0.29865781,0.064338831,0.135829802,0.493432934,0.277617369
 02/07  01:00:00,0.948516767,3.963386512,0,3.935273848,0,0.100986564,0.100986564,0.100986564,0.152146387,0.032776384,0.086281399,0.408144195,0.151537838
 02/07  02:00:00,0.785064217,4.596724116,0,4.570839759,0,0.116739443,0.116739443,0.116739443,0.090160839,0.019423036,0.072152813,0.375793294,0.094150791
 02/07  03:00:00,0.729472607,5.058280085,0,5.032695835,0,0.127916144,0.127916144,0.127916144,0.061985579,0.01335334,0.059631191,0.371436271,0.078506083
